"libro","titulo","capitulo","seccion","articulo","url"
"LIBRO II","Título ","Capítulo II",NA,"203/","https://www.conceptosjuridicos.com/codigo-penal-articulo-203/"
"LIBRO II","Título ","Capítulo II",NA,"204/","https://www.conceptosjuridicos.com/codigo-penal-articulo-204/"
"LIBRO II","Título ","Capítulo I",NA,"205/","https://www.conceptosjuridicos.com/codigo-penal-articulo-205/"
"LIBRO II","Título ","Capítulo I",NA,"206/","https://www.conceptosjuridicos.com/codigo-penal-articulo-206/"
"LIBRO II","Título ","Capítulo I",NA,"207/","https://www.conceptosjuridicos.com/codigo-penal-articulo-207/"
"LIBRO II","Título ","Capítulo II",NA,"208/","https://www.conceptosjuridicos.com/codigo-penal-articulo-208/"
"LIBRO II","Título ","Capítulo II",NA,"209/","https://www.conceptosjuridicos.com/codigo-penal-articulo-209/"
"LIBRO II","Título ","Capítulo II",NA,"210/","https://www.conceptosjuridicos.com/codigo-penal-articulo-210/"
"LIBRO II","Título ","Capítulo III",NA,"211/","https://www.conceptosjuridicos.com/codigo-penal-articulo-211/"
"LIBRO II","Título ","Capítulo III",NA,"212/","https://www.conceptosjuridicos.com/codigo-penal-articulo-212/"
"LIBRO II","Título ","Capítulo III",NA,"213/","https://www.conceptosjuridicos.com/codigo-penal-articulo-213/"
"LIBRO II","Título ","Capítulo III",NA,"214/","https://www.conceptosjuridicos.com/codigo-penal-articulo-214/"
"LIBRO II","Título ","Capítulo III",NA,"215/","https://www.conceptosjuridicos.com/codigo-penal-articulo-215/"
"LIBRO II","Título ","Capítulo III",NA,"216/","https://www.conceptosjuridicos.com/codigo-penal-articulo-216/"
"LIBRO II","Título ","Capítulo I",NA,"217/","https://www.conceptosjuridicos.com/codigo-penal-articulo-217/"
"LIBRO II","Título ","Capítulo I",NA,"218/","https://www.conceptosjuridicos.com/codigo-penal-articulo-218/"
"LIBRO II","Título ","Capítulo I",NA,"219/","https://www.conceptosjuridicos.com/codigo-penal-articulo-219/"
"LIBRO II","Título ","Capítulo II",NA,"220/","https://www.conceptosjuridicos.com/codigo-penal-articulo-220/"
"LIBRO II","Título ","Capítulo II",NA,"221/","https://www.conceptosjuridicos.com/codigo-penal-articulo-221/"
"LIBRO II","Título ","Capítulo II",NA,"222/","https://www.conceptosjuridicos.com/codigo-penal-articulo-222/"
"LIBRO II","Título ","Capítulo III","Sección I","223/","https://www.conceptosjuridicos.com/codigo-penal-articulo-223/"
"LIBRO II","Título ","Capítulo III","Sección I","224/","https://www.conceptosjuridicos.com/codigo-penal-articulo-224/"
"LIBRO II","Título ","Capítulo III","Sección I","225/","https://www.conceptosjuridicos.com/codigo-penal-articulo-225/"
"LIBRO II","Título ","Capítulo III","Sección I","225-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-225-bis/"
"LIBRO II","Título ","Capítulo III","Sección III","226/","https://www.conceptosjuridicos.com/codigo-penal-articulo-226/"
"LIBRO II","Título ","Capítulo III","Sección III","227/","https://www.conceptosjuridicos.com/codigo-penal-articulo-227/"
"LIBRO II","Título ","Capítulo III","Sección III","228/","https://www.conceptosjuridicos.com/codigo-penal-articulo-228/"
"LIBRO II","Título ","Capítulo III","Sección III","229/","https://www.conceptosjuridicos.com/codigo-penal-articulo-229/"
"LIBRO II","Título ","Capítulo III","Sección III","230/","https://www.conceptosjuridicos.com/codigo-penal-articulo-230/"
"LIBRO II","Título ","Capítulo III","Sección III","231/","https://www.conceptosjuridicos.com/codigo-penal-articulo-231/"
"LIBRO II","Título ","Capítulo III","Sección III","232/","https://www.conceptosjuridicos.com/codigo-penal-articulo-232/"
"LIBRO II","Título ","Capítulo III","Sección III","233/","https://www.conceptosjuridicos.com/codigo-penal-articulo-233/"
"LIBRO II","Título ","Capítulo I",NA,"234/","https://www.conceptosjuridicos.com/codigo-penal-articulo-234/"
"LIBRO II","Título ","Capítulo I",NA,"235/","https://www.conceptosjuridicos.com/codigo-penal-articulo-235/"
"LIBRO II","Título ","Capítulo I",NA,"236/","https://www.conceptosjuridicos.com/codigo-penal-articulo-236/"
"LIBRO II","Título ","Capítulo II",NA,"237/","https://www.conceptosjuridicos.com/codigo-penal-articulo-237/"
"LIBRO II","Título ","Capítulo II",NA,"238/","https://www.conceptosjuridicos.com/codigo-penal-articulo-238/"
"LIBRO II","Título ","Capítulo II",NA,"239/","https://www.conceptosjuridicos.com/codigo-penal-articulo-239/"
"LIBRO II","Título ","Capítulo II",NA,"240/","https://www.conceptosjuridicos.com/codigo-penal-articulo-240/"
"LIBRO II","Título ","Capítulo II",NA,"241/","https://www.conceptosjuridicos.com/codigo-penal-articulo-241/"
"LIBRO II","Título ","Capítulo II",NA,"242/","https://www.conceptosjuridicos.com/codigo-penal-articulo-242/"
"LIBRO II","Título ","Capítulo III",NA,"243/","https://www.conceptosjuridicos.com/codigo-penal-articulo-243/"
"LIBRO II","Título ","Capítulo III",NA,"244/","https://www.conceptosjuridicos.com/codigo-penal-articulo-244/"
"LIBRO II","Título ","Capítulo V",NA,"245/","https://www.conceptosjuridicos.com/codigo-penal-articulo-245/"
"LIBRO II","Título ","Capítulo V",NA,"246/","https://www.conceptosjuridicos.com/codigo-penal-articulo-246/"
"LIBRO II","Título ","Capítulo V",NA,"247/","https://www.conceptosjuridicos.com/codigo-penal-articulo-247/"
"LIBRO II","Título ","Capítulo VI","Sección I","248/","https://www.conceptosjuridicos.com/codigo-penal-articulo-248/"
"LIBRO II","Título ","Capítulo VI","Sección I","249/","https://www.conceptosjuridicos.com/codigo-penal-articulo-249/"
"LIBRO II","Título ","Capítulo VI","Sección I","250/","https://www.conceptosjuridicos.com/codigo-penal-articulo-250/"
"LIBRO II","Título ","Capítulo VI","Sección I","251/","https://www.conceptosjuridicos.com/codigo-penal-articulo-251/"
"LIBRO II","Título ","Capítulo VI","Sección I","251-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-251-bis/"
"LIBRO II","Título ","Capítulo VI","Sección II","252/","https://www.conceptosjuridicos.com/codigo-penal-articulo-252/"
"LIBRO II","Título ","Capítulo VI","Sección II","253/","https://www.conceptosjuridicos.com/codigo-penal-articulo-253/"
"LIBRO II","Título ","Capítulo VI","Sección II","254/","https://www.conceptosjuridicos.com/codigo-penal-articulo-254/"
"LIBRO II","Título ","Capítulo VI","Sección III","255/","https://www.conceptosjuridicos.com/codigo-penal-articulo-255/"
"LIBRO II","Título ","Capítulo VI","Sección III","256/","https://www.conceptosjuridicos.com/codigo-penal-articulo-256/"
"LIBRO II","Título ","Capítulo VII",NA,"257/","https://www.conceptosjuridicos.com/codigo-penal-articulo-257/"
"LIBRO II","Título ","Capítulo VII",NA,"258/","https://www.conceptosjuridicos.com/codigo-penal-articulo-258/"
"LIBRO II","Título ","Capítulo VII",NA,"258-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-258-bis/"
"LIBRO II","Título ","Capítulo VII",NA,"258-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-258-ter/"
"LIBRO II","Título ","Capítulo VII",NA,"259/","https://www.conceptosjuridicos.com/codigo-penal-articulo-259/"
"LIBRO II","Título ","Capítulo VII",NA,"259-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-259-bis/"
"LIBRO II","Título ","Capítulo VII",NA,"260/","https://www.conceptosjuridicos.com/codigo-penal-articulo-260/"
"LIBRO II","Título ","Capítulo VII",NA,"261/","https://www.conceptosjuridicos.com/codigo-penal-articulo-261/"
"LIBRO II","Título ","Capítulo VII",NA,"261-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-261-bis/"
"LIBRO II","Título ","Capítulo VIII",NA,"262/","https://www.conceptosjuridicos.com/codigo-penal-articulo-262/"
"LIBRO II","Título ","Capítulo IX",NA,"263/","https://www.conceptosjuridicos.com/codigo-penal-articulo-263/"
"LIBRO II","Título ","Capítulo IX",NA,"264/","https://www.conceptosjuridicos.com/codigo-penal-articulo-264/"
"LIBRO II","Título ","Capítulo IX",NA,"264-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-264-bis/"
"LIBRO II","Título ","Capítulo IX",NA,"264-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-264-ter/"
"LIBRO II","Título ","Capítulo IX",NA,"264-quater/","https://www.conceptosjuridicos.com/codigo-penal-articulo-264-quater/"
"LIBRO II","Título ","Capítulo IX",NA,"265/","https://www.conceptosjuridicos.com/codigo-penal-articulo-265/"
"LIBRO II","Título ","Capítulo IX",NA,"266/","https://www.conceptosjuridicos.com/codigo-penal-articulo-266/"
"LIBRO II","Título ","Capítulo IX",NA,"267/","https://www.conceptosjuridicos.com/codigo-penal-articulo-267/"
"LIBRO II","Título ","Capítulo X",NA,"268/","https://www.conceptosjuridicos.com/codigo-penal-articulo-268/"
"LIBRO II","Título ","Capítulo X",NA,"269/","https://www.conceptosjuridicos.com/codigo-penal-articulo-269/"
"LIBRO II","Título ","Capítulo XI","Sección I","270/","https://www.conceptosjuridicos.com/codigo-penal-articulo-270/"
"LIBRO II","Título ","Capítulo XI","Sección I","271/","https://www.conceptosjuridicos.com/codigo-penal-articulo-271/"
"LIBRO II","Título ","Capítulo XI","Sección I","272/","https://www.conceptosjuridicos.com/codigo-penal-articulo-272/"
"LIBRO II","Título ","Capítulo XI","Sección II","273/","https://www.conceptosjuridicos.com/codigo-penal-articulo-273/"
"LIBRO II","Título ","Capítulo XI","Sección II","274/","https://www.conceptosjuridicos.com/codigo-penal-articulo-274/"
"LIBRO II","Título ","Capítulo XI","Sección II","275/","https://www.conceptosjuridicos.com/codigo-penal-articulo-275/"
"LIBRO II","Título ","Capítulo XI","Sección II","276/","https://www.conceptosjuridicos.com/codigo-penal-articulo-276/"
"LIBRO II","Título ","Capítulo XI","Sección II","277/","https://www.conceptosjuridicos.com/codigo-penal-articulo-277/"
"LIBRO II","Título ","Capítulo XI","Sección III","278/","https://www.conceptosjuridicos.com/codigo-penal-articulo-278/"
"LIBRO II","Título ","Capítulo XI","Sección III","279/","https://www.conceptosjuridicos.com/codigo-penal-articulo-279/"
"LIBRO II","Título ","Capítulo XI","Sección III","280/","https://www.conceptosjuridicos.com/codigo-penal-articulo-280/"
"LIBRO II","Título ","Capítulo XI","Sección III","281/","https://www.conceptosjuridicos.com/codigo-penal-articulo-281/"
"LIBRO II","Título ","Capítulo XI","Sección III","282/","https://www.conceptosjuridicos.com/codigo-penal-articulo-282/"
"LIBRO II","Título ","Capítulo XI","Sección III","282-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-282-bis/"
"LIBRO II","Título ","Capítulo XI","Sección III","283/","https://www.conceptosjuridicos.com/codigo-penal-articulo-283/"
"LIBRO II","Título ","Capítulo XI","Sección III","284/","https://www.conceptosjuridicos.com/codigo-penal-articulo-284/"
"LIBRO II","Título ","Capítulo XI","Sección III","285/","https://www.conceptosjuridicos.com/codigo-penal-articulo-285/"
"LIBRO II","Título ","Capítulo XI","Sección III","285-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-285-bis/"
"LIBRO II","Título ","Capítulo XI","Sección III","285-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-285-ter/"
"LIBRO II","Título ","Capítulo XI","Sección III","285-quater/","https://www.conceptosjuridicos.com/codigo-penal-articulo-285-quater/"
"LIBRO II","Título ","Capítulo XI","Sección III","286/","https://www.conceptosjuridicos.com/codigo-penal-articulo-286/"
"LIBRO II","Título ","Capítulo XI","Sección IV","286-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-286-bis/"
"LIBRO II","Título ","Capítulo XI","Sección IV","286-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-286-ter/"
"LIBRO II","Título ","Capítulo XI","Sección ","286-quater/","https://www.conceptosjuridicos.com/codigo-penal-articulo-286-quater/"
"LIBRO II","Título ","Capítulo XI","Sección ","287/","https://www.conceptosjuridicos.com/codigo-penal-articulo-287/"
"LIBRO II","Título ","Capítulo XI","Sección V","288/","https://www.conceptosjuridicos.com/codigo-penal-articulo-288/"
"LIBRO II","Título ","Capítulo XI","Sección V","288-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-288-bis/"
"LIBRO II","Título ","Capítulo XI","Sección V","289/","https://www.conceptosjuridicos.com/codigo-penal-articulo-289/"
"LIBRO II","Título ","Capítulo XIII",NA,"290/","https://www.conceptosjuridicos.com/codigo-penal-articulo-290/"
"LIBRO II","Título ","Capítulo XIII",NA,"291/","https://www.conceptosjuridicos.com/codigo-penal-articulo-291/"
"LIBRO II","Título ","Capítulo XIII",NA,"292/","https://www.conceptosjuridicos.com/codigo-penal-articulo-292/"
"LIBRO II","Título ","Capítulo XIII",NA,"293/","https://www.conceptosjuridicos.com/codigo-penal-articulo-293/"
"LIBRO II","Título ","Capítulo XIII",NA,"294/","https://www.conceptosjuridicos.com/codigo-penal-articulo-294/"
"LIBRO II","Título ","Capítulo XIII",NA,"296/","https://www.conceptosjuridicos.com/codigo-penal-articulo-296/"
"LIBRO II","Título ","Capítulo XIII",NA,"297/","https://www.conceptosjuridicos.com/codigo-penal-articulo-297/"
"LIBRO II","Título ","Capítulo XIV",NA,"298/","https://www.conceptosjuridicos.com/codigo-penal-articulo-298/"
"LIBRO II","Título ","Capítulo XIV",NA,"299/","https://www.conceptosjuridicos.com/codigo-penal-articulo-299/"
"LIBRO II","Título ","Capítulo XIV",NA,"300/","https://www.conceptosjuridicos.com/codigo-penal-articulo-300/"
"LIBRO II","Título ","Capítulo XIV",NA,"301/","https://www.conceptosjuridicos.com/codigo-penal-articulo-301/"
"LIBRO II","Título ","Capítulo XIV",NA,"302/","https://www.conceptosjuridicos.com/codigo-penal-articulo-302/"
"LIBRO II","Título ","Capítulo XIV",NA,"303/","https://www.conceptosjuridicos.com/codigo-penal-articulo-303/"
"LIBRO II","Título ","Capítulo XIV",NA,"304/","https://www.conceptosjuridicos.com/codigo-penal-articulo-304/"
"LIBRO II","Título ",NA,NA,"305/","https://www.conceptosjuridicos.com/codigo-penal-articulo-305/"
"LIBRO II","Título ",NA,NA,"305-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-305-bis/"
"LIBRO II","Título ",NA,NA,"306/","https://www.conceptosjuridicos.com/codigo-penal-articulo-306/"
"LIBRO II","Título ",NA,NA,"307/","https://www.conceptosjuridicos.com/codigo-penal-articulo-307/"
"LIBRO II","Título ",NA,NA,"307-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-307-bis/"
"LIBRO II","Título ",NA,NA,"307-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-307-ter/"
"LIBRO II","Título ",NA,NA,"308/","https://www.conceptosjuridicos.com/codigo-penal-articulo-308/"
"LIBRO II","Título ","Capítulo III",NA,"308-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-308-bis/"
"LIBRO II","Título ",NA,NA,"310/","https://www.conceptosjuridicos.com/codigo-penal-articulo-310/"
"LIBRO II","Título ",NA,NA,"310-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-310-bis/"
"LIBRO II","Título ",NA,NA,"311/","https://www.conceptosjuridicos.com/codigo-penal-articulo-311/"
"LIBRO II","Título ",NA,NA,"311-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-311-bis/"
"LIBRO II","Título ",NA,NA,"312/","https://www.conceptosjuridicos.com/codigo-penal-articulo-312/"
"LIBRO II","Título ",NA,NA,"313/","https://www.conceptosjuridicos.com/codigo-penal-articulo-313/"
"LIBRO II","Título ",NA,NA,"314/","https://www.conceptosjuridicos.com/codigo-penal-articulo-314/"
"LIBRO II","Título ",NA,NA,"315/","https://www.conceptosjuridicos.com/codigo-penal-articulo-315/"
"LIBRO II","Título ",NA,NA,"316/","https://www.conceptosjuridicos.com/codigo-penal-articulo-316/"
"LIBRO II","Título ",NA,NA,"317/","https://www.conceptosjuridicos.com/codigo-penal-articulo-317/"
"LIBRO II","Título ",NA,NA,"318/","https://www.conceptosjuridicos.com/codigo-penal-articulo-318/"
"LIBRO II","Título ",NA,NA,"318-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-318-bis/"
"LIBRO II","Título ","Capítulo I",NA,"319/","https://www.conceptosjuridicos.com/codigo-penal-articulo-319/"
"LIBRO II","Título ","Capítulo I",NA,"320/","https://www.conceptosjuridicos.com/codigo-penal-articulo-320/"
"LIBRO II","Título ","Capítulo II",NA,"321/","https://www.conceptosjuridicos.com/codigo-penal-articulo-321/"
"LIBRO II","Título ","Capítulo II",NA,"322/","https://www.conceptosjuridicos.com/codigo-penal-articulo-322/"
"LIBRO II","Título ","Capítulo II",NA,"323/","https://www.conceptosjuridicos.com/codigo-penal-articulo-323/"
"LIBRO II","Título ","Capítulo II",NA,"324/","https://www.conceptosjuridicos.com/codigo-penal-articulo-324/"
"LIBRO II","Título ","Capítulo III",NA,"325/","https://www.conceptosjuridicos.com/codigo-penal-articulo-325/"
"LIBRO II","Título ","Capítulo III",NA,"326/","https://www.conceptosjuridicos.com/codigo-penal-articulo-326/"
"LIBRO II","Título ","Capítulo III",NA,"326-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-326-bis/"
"LIBRO II","Título ","Capítulo III",NA,"327/","https://www.conceptosjuridicos.com/codigo-penal-articulo-327/"
"LIBRO II","Título ","Capítulo III",NA,"328/","https://www.conceptosjuridicos.com/codigo-penal-articulo-328/"
"LIBRO II","Título ","Capítulo III",NA,"329/","https://www.conceptosjuridicos.com/codigo-penal-articulo-329/"
"LIBRO II","Título ","Capítulo III",NA,"330/","https://www.conceptosjuridicos.com/codigo-penal-articulo-330/"
"LIBRO II","Título ","Capítulo III",NA,"331/","https://www.conceptosjuridicos.com/codigo-penal-articulo-331/"
"LIBRO II","Título ","Capítulo IV",NA,"332/","https://www.conceptosjuridicos.com/codigo-penal-articulo-332/"
"LIBRO II","Título ","Capítulo IV",NA,"333/","https://www.conceptosjuridicos.com/codigo-penal-articulo-333/"
"LIBRO II","Título ","Capítulo IV",NA,"334/","https://www.conceptosjuridicos.com/codigo-penal-articulo-334/"
"LIBRO II","Título ","Capítulo IV",NA,"335/","https://www.conceptosjuridicos.com/codigo-penal-articulo-335/"
"LIBRO II","Título ","Capítulo IV",NA,"336/","https://www.conceptosjuridicos.com/codigo-penal-articulo-336/"
"LIBRO II","Título ","Capítulo IV",NA,"337/","https://www.conceptosjuridicos.com/codigo-penal-articulo-337/"
"LIBRO II","Título ","Capítulo IV",NA,"337-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-337-bis/"
"LIBRO II","Título ","Capítulo V",NA,"338/","https://www.conceptosjuridicos.com/codigo-penal-articulo-338/"
"LIBRO II","Título ","Capítulo V",NA,"339/","https://www.conceptosjuridicos.com/codigo-penal-articulo-339/"
"LIBRO II","Título ","Capítulo V",NA,"340/","https://www.conceptosjuridicos.com/codigo-penal-articulo-340/"
"LIBRO II","Título ",NA,NA,"340-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-340-bis/"
"LIBRO II","Título ",NA,NA,"340-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-340-ter/"
"LIBRO II","Título ",NA,NA,"340-quater/","https://www.conceptosjuridicos.com/codigo-penal-articulo-340-quater/"
"LIBRO II","Título ",NA,NA,"340-quinquies/","https://www.conceptosjuridicos.com/codigo-penal-articulo-340-quinquies/"
"LIBRO II","Título ","Capítulo I","Sección I","341/","https://www.conceptosjuridicos.com/codigo-penal-articulo-341/"
"LIBRO II","Título ","Capítulo I","Sección I","342/","https://www.conceptosjuridicos.com/codigo-penal-articulo-342/"
"LIBRO II","Título ","Capítulo I","Sección I","343/","https://www.conceptosjuridicos.com/codigo-penal-articulo-343/"
"LIBRO II","Título ","Capítulo I","Sección I","344/","https://www.conceptosjuridicos.com/codigo-penal-articulo-344/"
"LIBRO II","Título ","Capítulo I","Sección I","345/","https://www.conceptosjuridicos.com/codigo-penal-articulo-345/"
"LIBRO II","Título ","Capítulo I","Sección II","346/","https://www.conceptosjuridicos.com/codigo-penal-articulo-346/"
"LIBRO II","Título ","Capítulo I","Sección II","347/","https://www.conceptosjuridicos.com/codigo-penal-articulo-347/"
"LIBRO II","Título ","Capítulo I","Sección III","348/","https://www.conceptosjuridicos.com/codigo-penal-articulo-348/"
"LIBRO II","Título ","Capítulo I","Sección III","349/","https://www.conceptosjuridicos.com/codigo-penal-articulo-349/"
"LIBRO II","Título ","Capítulo I","Sección III","350/","https://www.conceptosjuridicos.com/codigo-penal-articulo-350/"
"LIBRO II","Título ","Capítulo II","Sección I","351/","https://www.conceptosjuridicos.com/codigo-penal-articulo-351/"
"LIBRO II","Título ","Capítulo II","Sección I","352/","https://www.conceptosjuridicos.com/codigo-penal-articulo-352/"
"LIBRO II","Título ","Capítulo II","Sección I","353/","https://www.conceptosjuridicos.com/codigo-penal-articulo-353/"
"LIBRO II","Título ","Capítulo II","Sección I","354/","https://www.conceptosjuridicos.com/codigo-penal-articulo-354/"
"LIBRO II","Título ","Capítulo II","Sección I","355/","https://www.conceptosjuridicos.com/codigo-penal-articulo-355/"
"LIBRO II","Título ","Capítulo II","Sección I","356/","https://www.conceptosjuridicos.com/codigo-penal-articulo-356/"
"LIBRO II","Título ","Capítulo II","Sección I","357/","https://www.conceptosjuridicos.com/codigo-penal-articulo-357/"
"LIBRO II","Título ","Capítulo II","Sección I","358/","https://www.conceptosjuridicos.com/codigo-penal-articulo-358/"
"LIBRO II","Título ","Capítulo II","Sección I","358-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-358-bis/"
"LIBRO II","Título ","Capítulo III",NA,"359/","https://www.conceptosjuridicos.com/codigo-penal-articulo-359/"
"LIBRO II","Título ","Capítulo III",NA,"360/","https://www.conceptosjuridicos.com/codigo-penal-articulo-360/"
"LIBRO II","Título ","Capítulo III",NA,"361/","https://www.conceptosjuridicos.com/codigo-penal-articulo-361/"
"LIBRO II","Título ","Capítulo III",NA,"362/","https://www.conceptosjuridicos.com/codigo-penal-articulo-362/"
"LIBRO II","Título ","Capítulo III",NA,"362-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-362-bis/"
"LIBRO II","Título ","Capítulo III",NA,"362-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-362-ter/"
"LIBRO II","Título ","Capítulo III",NA,"362-quater/","https://www.conceptosjuridicos.com/codigo-penal-articulo-362-quater/"
"LIBRO II","Título ","Capítulo III",NA,"362-quinquies/","https://www.conceptosjuridicos.com/codigo-penal-articulo-362-quinquies/"
"LIBRO II","Título ","Capítulo ",NA,"362-sexies/","https://www.conceptosjuridicos.com/codigo-penal-articulo-362-sexies/"
"LIBRO II","Título ","Capítulo III",NA,"363/","https://www.conceptosjuridicos.com/codigo-penal-articulo-363/"
"LIBRO II","Título ","Capítulo III",NA,"364/","https://www.conceptosjuridicos.com/codigo-penal-articulo-364/"
"LIBRO II","Título ","Capítulo III",NA,"365/","https://www.conceptosjuridicos.com/codigo-penal-articulo-365/"
"LIBRO II","Título ","Capítulo III",NA,"366/","https://www.conceptosjuridicos.com/codigo-penal-articulo-366/"
"LIBRO II","Título ","Capítulo III",NA,"367/","https://www.conceptosjuridicos.com/codigo-penal-articulo-367/"
"LIBRO II","Título ","Capítulo III",NA,"368/","https://www.conceptosjuridicos.com/codigo-penal-articulo-368/"
"LIBRO II","Título ","Capítulo III",NA,"369/","https://www.conceptosjuridicos.com/codigo-penal-articulo-369/"
"LIBRO II","Título ","Capítulo III",NA,"369-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-369-bis/"
"LIBRO II","Título ","Capítulo III",NA,"370/","https://www.conceptosjuridicos.com/codigo-penal-articulo-370/"
"LIBRO II","Título ","Capítulo III",NA,"371/","https://www.conceptosjuridicos.com/codigo-penal-articulo-371/"
"LIBRO II","Título ","Capítulo III",NA,"372/","https://www.conceptosjuridicos.com/codigo-penal-articulo-372/"
"LIBRO II","Título ","Capítulo III",NA,"373/","https://www.conceptosjuridicos.com/codigo-penal-articulo-373/"
"LIBRO II","Título ","Capítulo III",NA,"374/","https://www.conceptosjuridicos.com/codigo-penal-articulo-374/"
"LIBRO II","Título ","Capítulo ",NA,"375/","https://www.conceptosjuridicos.com/codigo-penal-articulo-375/"
"LIBRO II","Título ","Capítulo III",NA,"376/","https://www.conceptosjuridicos.com/codigo-penal-articulo-376/"
"LIBRO II","Título ","Capítulo III",NA,"377/","https://www.conceptosjuridicos.com/codigo-penal-articulo-377/"
"LIBRO II","Título ","Capítulo III",NA,"378/","https://www.conceptosjuridicos.com/codigo-penal-articulo-378/"
"LIBRO II","Título ","Capítulo IV",NA,"379/","https://www.conceptosjuridicos.com/codigo-penal-articulo-379/"
"LIBRO II","Título ","Capítulo IV",NA,"380/","https://www.conceptosjuridicos.com/codigo-penal-articulo-380/"
"LIBRO II","Título ","Capítulo IV",NA,"381/","https://www.conceptosjuridicos.com/codigo-penal-articulo-381/"
"LIBRO II","Título ","Capítulo IV",NA,"382/","https://www.conceptosjuridicos.com/codigo-penal-articulo-382/"
"LIBRO II","Título ","Capítulo IV",NA,"382-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-382-bis/"
"LIBRO II","Título ","Capítulo IV",NA,"383/","https://www.conceptosjuridicos.com/codigo-penal-articulo-383/"
"LIBRO II","Título ","Capítulo IV",NA,"384/","https://www.conceptosjuridicos.com/codigo-penal-articulo-384/"
"LIBRO II","Título ","Capítulo IV",NA,"385/","https://www.conceptosjuridicos.com/codigo-penal-articulo-385/"
"LIBRO II","Título ","Capítulo ",NA,"385-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-385-bis/"
"LIBRO II","Título ","Capítulo IV",NA,"385-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-385-ter/"
"LIBRO II","Título ","Capítulo I",NA,"386/","https://www.conceptosjuridicos.com/codigo-penal-articulo-386/"
"LIBRO II","Título ","Capítulo I",NA,"387/","https://www.conceptosjuridicos.com/codigo-penal-articulo-387/"
"LIBRO II","Título ","Capítulo I",NA,"388/","https://www.conceptosjuridicos.com/codigo-penal-articulo-388/"
"LIBRO II","Título ","Capítulo I",NA,"389/","https://www.conceptosjuridicos.com/codigo-penal-articulo-389/"
"LIBRO II","Título ",NA,"Sección I","390/","https://www.conceptosjuridicos.com/codigo-penal-articulo-390/"
"LIBRO II","Título ",NA,"Sección I","391/","https://www.conceptosjuridicos.com/codigo-penal-articulo-391/"
"LIBRO II","Título ",NA,"Sección I","392/","https://www.conceptosjuridicos.com/codigo-penal-articulo-392/"
"LIBRO II","Título ",NA,"Sección I","393/","https://www.conceptosjuridicos.com/codigo-penal-articulo-393/"
"LIBRO II","Título ",NA,"Sección I","394/","https://www.conceptosjuridicos.com/codigo-penal-articulo-394/"
"LIBRO II","Título ",NA,"Sección I","395/","https://www.conceptosjuridicos.com/codigo-penal-articulo-395/"
"LIBRO II","Título ",NA,"Sección I","396/","https://www.conceptosjuridicos.com/codigo-penal-articulo-396/"
"LIBRO II","Título ",NA,"Sección I","397/","https://www.conceptosjuridicos.com/codigo-penal-articulo-397/"
"LIBRO II","Título ",NA,"Sección I","398/","https://www.conceptosjuridicos.com/codigo-penal-articulo-398/"
"LIBRO II","Título ",NA,"Sección I","399/","https://www.conceptosjuridicos.com/codigo-penal-articulo-399/"
"LIBRO II","Título ",NA,"Sección I","399-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-399-bis/"
"LIBRO II","Título ",NA,"Sección I","399-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-399-ter/"
"LIBRO II","Título ","Capítulo III",NA,"400/","https://www.conceptosjuridicos.com/codigo-penal-articulo-400/"
"LIBRO II","Título ","Capítulo III",NA,"400-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-400-bis/"
